Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
b-50_4-er-9,50,137,2,0,0,4,48,135
b-50_4-to-0,50,92,8,0,0,6,42,85
b-50_4-to-1,50,68,26,0,1,8,24,42
b-50_4-to-10,50,86,12,0,0,7,38,77
b-50_4-to-11,50,80,10,0,0,7,40,70
b-50_4-to-12,50,60,33,0,0,5,17,29
b-50_4-to-13,50,72,45,0,5,0,0,0
b-50_4-to-14,50,76,17,0,0,7,34,61
b-50_4-to-2,50,73,24,0,0,4,26,51
b-50_4-to-3,50,66,27,0,1,6,22,38
b-50_4-to-4,50,82,9,0,1,9,40,72
b-50_4-to-5,50,78,18,0,2,9,31,53
b-50_4-to-6,50,95,8,0,1,8,41,83
b-50_4-to-7,50,87,17,0,1,10,33,62
b-50_4-to-8,50,60,28,0,0,9,23,37
b-50_4-to-9,50,100,7,0,0,10,43,94
b-50_5-ba-0,50,141,0,0,0,1,50,141
b-50_5-ba-1,50,141,0,0,1,4,49,123
b-50_5-ba-10,50,141,12,0,4,8,34,64
b-50_5-ba-11,50,141,14,0,5,8,31,59
b-50_5-ba-12,50,141,1,0,2,8,47,104
b-50_5-ba-13,50,141,0,0,0,0,50,141
b-50_5-ba-14,50,141,8,0,4,8,38,79
b-50_5-ba-2,50,141,4,0,2,7,44,106
b-50_5-ba-3,50,141,5,0,2,7,43,99
b-50_5-ba-4,50,141,0,0,0,0,50,141
b-50_5-ba-5,50,141,0,0,1,6,49,124
b-50_5-ba-6,50,141,14,0,6,9,30,57
b-50_5-ba-7,50,141,0,0,0,0,50,141
b-50_5-ba-8,50,141,40,0,10,0,0,0
b-50_5-ba-9,50,141,2,0,3,5,45,98
b-50_5-cl-0,50,136,9,0,2,5,39,103
b-50_5-cl-1,50,123,7,0,1,6,42,111
b-50_5-cl-10,50,133,4,0,1,5,45,125
b-50_5-cl-11,50,118,7,0,1,5,42,104
b-50_5-cl-12,50,125,9,0,1,3,40,106
b-50_5-cl-13,50,126,5,0,2,6,43,104
b-50_5-cl-14,50,122,9,0,0,3,41,113
b-50_5-cl-2,50,128,10,0,4,3,36,85
b-50_5-cl-3,50,117,5,0,0,6,45,112
b-50_5-cl-4,50,131,6,0,1,4,43,117
b-50_5-cl-5,50,130,4,0,0,5,46,126
b-50_5-cl-6,50,133,4,0,1,3,45,124
b-50_5-cl-7,50,121,2,0,0,7,48,119
b-50_5-cl-8,50,136,5,0,1,3,44,125
b-50_5-cl-9,50,117,5,0,1,3,44,108
b-50_5-er-0,50,155,0,0,0,1,50,155
b-50_5-er-1,50,130,2,0,0,3,48,128
b-50_5-er-10,50,134,2,0,2,3,46,121
b-50_5-er-11,50,133,2,0,1,2,47,123
b-50_5-er-12,50,119,2,0,0,3,48,117
b-50_5-er-13,50,129,1,0,0,3,49,128
b-50_5-er-14,50,138,2,0,0,2,48,136
b-50_5-er-2,50,125,1,0,0,5,49,124
b-50_5-er-3,50,130,1,0,0,5,49,129
b-50_5-er-4,50,134,3,0,1,6,46,126
b-50_5-er-5,50,147,1,0,0,1,49,146
b-50_5-er-6,50,146,2,0,1,1,47,140
b-50_5-er-7,50,149,0,0,0,1,50,149
b-50_5-er-8,50,113,5,0,0,5,45,109
b-50_5-er-9,50,164,1,0,0,2,49,163
b-50_5-to-0,50,112,2,0,0,5,48,110
b-50_5-to-1,50,93,9,0,0,10,41,87
b-50_5-to-10,50,98,7,0,0,6,43,93
b-50_5-to-11,50,98,4,0,0,11,46,94
b-50_5-to-12,50,78,21,0,1,7,28,50
b-50_5-to-13,50,94,10,0,1,7,39,80
b-50_5-to-14,50,103,2,0,0,5,48,102
b-50_5-to-2,50,91,14,0,0,8,36,80
b-50_5-to-3,50,97,9,0,1,7,40,82
b-50_5-to-4,50,103,6,0,0,9,44,99
b-50_5-to-5,50,105,8,0,2,6,40,84
b-50_5-to-6,50,111,3,0,0,6,47,109
b-50_5-to-7,50,102,12,0,2,4,36,77
b-50_5-to-8,50,75,19,0,0,9,33,61
b-50_5-to-9,50,120,5,0,0,2,45,115
b-50_6-ba-0,50,141,0,0,0,1,50,141
b-50_6-ba-1,50,141,0,0,1,4,49,123
b-50_6-ba-10,50,141,12,0,4,8,34,64
b-50_6-ba-11,50,141,14,0,5,8,31,59
b-50_6-ba-12,50,141,1,0,2,8,47,104
b-50_6-ba-13,50,141,0,0,0,0,50,141
b-50_6-ba-14,50,141,8,0,4,8,38,79
b-50_6-ba-2,50,141,4,0,2,7,44,106
b-50_6-ba-3,50,141,5,0,2,7,43,99
b-50_6-ba-4,50,141,0,0,0,0,50,141
b-50_6-ba-5,50,141,0,0,1,6,49,124
b-50_6-ba-6,50,141,14,0,6,9,30,57
b-50_6-ba-7,50,141,0,0,0,0,50,141
b-50_6-ba-8,50,141,40,0,10,0,0,0
b-50_6-ba-9,50,141,2,0,3,5,45,98
b-50_6-cl-0,50,100,13,0,1,6,36,79
b-50_6-cl-1,50,105,14,0,1,6,35,89
b-50_6-cl-10,50,101,14,0,0,5,36,94
b-50_6-cl-11,50,100,10,0,0,6,40,96
b-50_6-cl-12,50,98,11,0,0,5,39,95
b-50_6-cl-13,50,97,19,0,2,5,29,65
b-50_6-cl-14,50,91,15,0,1,6,34,72
b-50_6-cl-2,50,99,13,0,2,5,35,78
b-50_6-cl-3,50,86,21,0,3,6,27,52
b-50_6-cl-4,50,93,22,0,3,2,25,54
b-50_6-cl-5,50,97,15,0,2,7,33,68
b-50_6-cl-6,50,85,23,0,3,3,24,48
b-50_6-cl-7,50,89,22,0,4,5,24,42
b-50_6-cl-8,50,112,18,0,3,2,29,74
b-50_6-cl-9,50,94,11,0,0,5,39,89
b-50_6-er-0,50,129,2,0,1,3,47,121
b-50_6-er-1,50,100,5,0,0,6,45,95
b-50_6-er-10,50,113,4,0,0,2,46,109
b-50_6-er-11,50,98,10,0,2,7,38,74
b-50_6-er-12,50,86,9,0,0,9,41,76
b-50_6-er-13,50,96,5,0,0,4,45,91
b-50_6-er-14,50,101,11,0,4,4,35,70
b-50_6-er-2,50,93,9,0,0,12,41,85
b-50_6-er-3,50,98,11,0,0,2,39,87
b-50_6-er-4,50,103,6,0,0,5,44,98
b-50_6-er-5,50,109,6,0,1,4,43,96
b-50_6-er-6,50,111,4,0,2,7,44,98
b-50_6-er-7,50,117,1,0,0,5,49,116
b-50_6-er-8,50,84,19,0,1,4,31,62
b-50_6-er-9,50,122,6,0,1,3,43,104
b-50_6-to-0,50,89,7,0,1,10,43,77
b-50_6-to-1,50,72,26,0,2,6,22,35
b-50_6-to-10,50,75,19,0,1,9,30,48
b-50_6-to-11,50,65,27,0,2,8,22,34
b-50_6-to-12,50,59,31,0,1,6,19,28
b-50_6-to-13,50,69,18,0,0,7,32,53
b-50_6-to-14,50,65,21,0,0,7,29,48
b-50_6-to-2,50,62,28,0,0,5,24,42
b-50_6-to-3,50,62,30,0,0,4,21,36
b-50_6-to-4,50,69,20,0,0,5,30,54
b-50_6-to-5,50,69,30,0,3,4,17,28
b-50_6-to-6,50,73,13,0,0,10,37,61
b-50_6-to-7,50,79,32,0,3,3,16,32
b-50_6-to-8,50,47,48,2,2,0,0,0
b-50_6-to-9,50,84,17,0,1,5,32,60
b-50_7-ba-0,50,141,0,0,0,1,50,141
b-50_7-ba-1,50,141,0,0,1,4,49,123
b-50_7-ba-10,50,141,12,0,4,8,34,64
b-50_7-ba-11,50,141,14,0,5,8,31,59
b-50_7-ba-12,50,141,1,0,2,8,47,104
b-50_7-ba-13,50,141,0,0,0,0,50,141
b-50_7-ba-14,50,141,8,0,4,8,38,79
b-50_7-ba-2,50,141,4,0,2,7,44,106
b-50_7-ba-3,50,141,5,0,2,7,43,99
b-50_7-ba-4,50,141,0,0,0,0,50,141
b-50_7-ba-5,50,141,0,0,1,6,49,124
b-50_7-ba-6,50,141,14,0,6,9,30,57
b-50_7-ba-7,50,141,0,0,0,0,50,141
b-50_7-ba-8,50,141,40,0,10,0,0,0
b-50_7-ba-9,50,141,2,0,3,5,45,98
b-50_7-cl-0,50,140,8,0,2,6,40,108
b-50_7-cl-1,50,117,9,0,2,3,39,97
b-50_7-cl-10,50,116,7,0,1,7,42,108
b-50_7-cl-11,50,118,5,0,0,6,45,114
b-50_7-cl-12,50,121,7,0,1,5,42,108
b-50_7-cl-13,50,128,4,0,0,5,46,123
b-50_7-cl-14,50,126,5,0,1,4,44,114
b-50_7-cl-2,50,134,6,0,1,3,43,114
b-50_7-cl-3,50,129,11,0,2,1,37,102
b-50_7-cl-4,50,122,7,0,2,8,41,101
b-50_7-cl-5,50,122,6,0,0,8,44,117
b-50_7-cl-6,50,131,5,0,0,3,45,127
b-50_7-cl-7,50,109,8,0,1,3,41,97
b-50_7-cl-8,50,138,3,0,2,3,45,123
b-50_7-cl-9,50,97,12,0,1,6,37,79
b-50_7-er-0,50,149,0,0,0,1,50,149
b-50_7-er-1,50,119,3,0,0,5,47,116
b-50_7-er-10,50,128,3,0,2,2,45,114
b-50_7-er-11,50,126,3,0,1,2,46,115
b-50_7-er-12,50,109,2,0,0,8,48,107
b-50_7-er-13,50,119,4,0,0,1,46,115
b-50_7-er-14,50,124,3,0,0,2,47,121
b-50_7-er-2,50,116,6,0,0,5,44,110
b-50_7-er-3,50,124,5,0,0,3,45,119
b-50_7-er-4,50,127,4,0,1,6,45,119
b-50_7-er-5,50,137,1,0,0,4,49,136
b-50_7-er-6,50,137,3,0,1,0,46,130
b-50_7-er-7,50,134,0,0,0,2,50,134
b-50_7-er-8,50,107,5,0,0,6,45,103
b-50_7-er-9,50,152,2,0,0,3,48,150
b-50_7-to-0,50,99,6,0,0,5,44,95
b-50_7-to-1,50,83,16,0,2,10,32,59
b-50_7-to-10,50,91,9,0,0,6,41,83
b-50_7-to-11,50,88,12,0,2,8,37,66
b-50_7-to-12,50,79,17,0,1,9,32,54
b-50_7-to-13,50,82,10,0,0,6,40,73
b-50_7-to-14,50,84,14,0,0,5,36,72
b-50_7-to-2,50,80,21,0,0,6,29,61
b-50_7-to-3,50,87,12,0,0,7,38,76
b-50_7-to-4,50,88,10,0,0,7,40,81
b-50_7-to-5,50,94,10,0,1,6,39,78
b-50_7-to-6,50,89,10,0,0,6,40,80
b-50_7-to-7,50,91,12,0,1,9,37,74
b-50_7-to-8,50,74,22,0,0,3,28,57
b-50_7-to-9,50,110,5,0,0,5,45,106
b-50_8-ba-0,50,141,0,0,0,1,50,141
b-50_8-ba-1,50,141,0,0,1,4,49,123
b-50_8-ba-10,50,141,12,0,4,8,34,64
b-50_8-ba-11,50,141,14,0,5,8,31,59
b-50_8-ba-12,50,141,1,0,2,8,47,104
b-50_8-ba-13,50,141,0,0,0,0,50,141
b-50_8-ba-14,50,141,8,0,4,8,38,79
b-50_8-ba-2,50,141,4,0,2,7,44,106
b-50_8-ba-3,50,141,5,0,2,7,43,99
b-50_8-ba-4,50,141,0,0,0,0,50,141
b-50_8-ba-5,50,141,0,0,1,6,49,124
b-50_8-ba-6,50,141,14,0,6,9,30,57
b-50_8-ba-7,50,141,0,0,0,0,50,141
b-50_8-ba-8,50,141,40,0,10,0,0,0
b-50_8-ba-9,50,141,2,0,3,5,45,98
b-50_8-cl-0,50,140,7,0,0,2,43,135
b-50_8-cl-1,50,149,3,0,2,2,45,125
b-50_8-cl-10,50,124,6,0,0,1,44,119
b-50_8-cl-11,50,147,2,0,0,1,48,145
b-50_8-cl-12,50,142,4,0,0,3,46,139
b-50_8-cl-13,50,130,4,0,0,4,46,127
b-50_8-cl-14,50,126,4,0,0,4,46,125
b-50_8-cl-2,50,143,5,0,1,5,44,126
b-50_8-cl-3,50,141,1,0,0,4,49,140
b-50_8-cl-4,50,136,2,0,0,3,48,134
b-50_8-cl-5,50,142,2,0,0,4,48,140
b-50_8-cl-6,50,139,3,0,0,3,47,137
b-50_8-cl-7,50,119,3,0,0,5,47,116
b-50_8-cl-8,50,152,4,0,1,1,45,139
b-50_8-cl-9,50,108,11,0,2,3,37,87
b-50_8-er-0,50,159,0,0,0,0,50,159
b-50_8-er-1,50,136,2,0,0,1,48,134
b-50_8-er-10,50,140,2,0,2,3,46,126
b-50_8-er-11,50,134,2,0,1,2,47,124
b-50_8-er-12,50,125,2,0,0,2,48,123
b-50_8-er-13,50,137,1,0,0,0,49,136
b-50_8-er-14,50,148,2,0,0,2,48,146
b-50_8-er-2,50,131,1,0,0,4,49,130
b-50_8-er-3,50,137,1,0,0,4,49,136
b-50_8-er-4,50,136,2,0,0,5,48,135
b-50_8-er-5,50,156,1,0,0,1,49,155
b-50_8-er-6,50,152,2,0,1,1,47,146
b-50_8-er-7,50,154,0,0,0,1,50,154
b-50_8-er-8,50,118,5,0,0,5,45,114
b-50_8-er-9,50,166,1,0,0,2,49,165
b-50_8-to-0,50,110,4,0,1,6,45,99
b-50_8-to-1,50,96,16,0,3,4,31,66
b-50_8-to-10,50,112,5,0,0,6,46,108
b-50_8-to-11,50,97,11,0,3,7,36,68
b-50_8-to-12,50,91,10,0,0,7,40,81
b-50_8-to-13,50,95,8,0,0,10,42,88
b-50_8-to-14,50,110,7,0,1,2,42,98
b-50_8-to-2,50,91,18,0,1,5,31,70
b-50_8-to-3,50,99,9,0,1,4,40,87
b-50_8-to-4,50,109,7,0,0,7,43,104
b-50_8-to-5,50,121,5,0,1,3,44,109
b-50_8-to-6,50,112,5,0,0,2,45,108
b-50_8-to-7,50,113,9,0,2,7,39,85
b-50_8-to-8,50,89,15,0,0,4,35,77
b-50_8-to-9,50,127,4,0,0,4,46,124
b-50_9-ba-0,50,141,0,0,0,1,50,141
b-50_9-ba-1,50,141,0,0,1,4,49,123
b-50_9-ba-10,50,141,12,0,4,8,34,64
b-50_9-ba-11,50,141,14,0,5,8,31,59
b-50_9-ba-12,50,141,1,0,2,8,47,104
b-50_9-ba-13,50,141,0,0,0,0,50,141
b-50_9-ba-14,50,141,8,0,4,8,38,79
b-50_9-ba-2,50,141,4,0,2,7,44,106
b-50_9-ba-3,50,141,5,0,2,7,43,99
b-50_9-ba-4,50,141,0,0,0,0,50,141
b-50_9-ba-5,50,141,0,0,1,6,49,124
b-50_9-ba-6,50,141,14,0,6,9,30,57
b-50_9-ba-7,50,141,0,0,0,0,50,141
b-50_9-ba-8,50,141,40,0,10,0,0,0
b-50_9-ba-9,50,141,2,0,3,5,45,98
b-50_9-cl-0,50,135,11,0,1,4,39,119
b-50_9-cl-1,50,111,15,0,4,5,31,65
b-50_9-cl-10,50,125,6,0,1,3,43,114
b-50_9-cl-11,50,117,7,0,0,6,43,110
b-50_9-cl-12,50,104,12,0,2,7,36,75
b-50_9-cl-13,50,110,11,0,2,5,37,79
b-50_9-cl-14,50,121,10,0,1,5,39,101
b-50_9-cl-2,50,115,10,0,2,2,38,79
b-50_9-cl-3,50,130,6,0,2,4,42,102
b-50_9-cl-4,50,119,8,0,1,6,41,104
b-50_9-cl-5,50,120,12,0,4,4,34,80
b-50_9-cl-6,50,126,8,0,2,4,40,101
b-50_9-cl-7,50,118,7,0,1,3,42,104
b-50_9-cl-8,50,137,6,0,3,2,41,113
b-50_9-cl-9,50,97,8,0,0,10,42,91
b-50_9-er-0,50,145,0,0,0,2,50,145
b-50_9-er-1,50,116,3,0,0,6,47,113
b-50_9-er-10,50,128,3,0,2,2,45,114
b-50_9-er-11,50,124,3,0,1,3,46,113
b-50_9-er-12,50,108,3,0,0,7,47,105
b-50_9-er-13,50,117,4,0,0,2,46,113
b-50_9-er-14,50,122,3,0,0,2,47,119
b-50_9-er-2,50,112,6,0,0,6,44,106
b-50_9-er-3,50,123,5,0,0,4,45,118
b-50_9-er-4,50,125,4,0,1,6,45,118
b-50_9-er-5,50,135,1,0,0,4,49,134
b-50_9-er-6,50,134,3,0,1,1,46,127
b-50_9-er-7,50,133,0,0,0,2,50,133
b-50_9-er-8,50,104,5,0,0,6,45,100
b-50_9-er-9,50,151,2,0,0,3,48,149
b-50_9-to-0,50,97,9,0,0,5,42,89
b-50_9-to-1,50,76,18,0,1,10,31,58
b-50_9-to-10,50,96,10,0,1,4,39,79
b-50_9-to-11,50,86,13,0,1,7,36,70
b-50_9-to-12,50,74,17,0,0,8,33,58
b-50_9-to-13,50,84,18,0,2,9,31,54
b-50_9-to-14,50,86,13,0,0,8,39,77
b-50_9-to-2,50,85,19,0,0,3,31,68
b-50_9-to-3,50,84,18,0,2,9,30,52
b-50_9-to-4,50,93,7,0,0,9,43,88
b-50_9-to-5,50,101,10,0,2,4,38,82
b-50_9-to-6,50,94,7,0,0,5,43,89
b-50_9-to-7,50,93,18,0,2,3,30,63
b-50_9-to-8,50,76,17,0,0,8,33,61
b-50_9-to-9,50,112,7,0,0,4,43,104
gka_1-ba-0,50,141,0,0,0,1,50,141
gka_1-ba-1,50,141,0,0,1,4,49,123
gka_1-ba-10,50,141,12,0,4,8,34,64
gka_1-ba-11,50,141,14,0,5,8,31,59
gka_1-ba-12,50,141,1,0,2,8,47,104
gka_1-ba-13,50,141,0,0,0,0,50,141
gka_1-ba-14,50,141,8,0,4,8,38,79
gka_1-ba-2,50,141,4,0,2,7,44,106
gka_1-ba-3,50,141,5,0,2,7,43,99
gka_1-ba-4,50,141,0,0,0,0,50,141
gka_1-ba-5,50,141,0,0,1,6,49,124
gka_1-ba-6,50,141,14,0,6,9,30,57
gka_1-ba-7,50,141,0,0,0,0,50,141
gka_1-ba-8,50,141,40,0,10,0,0,0
gka_1-ba-9,50,141,2,0,3,5,45,98
gka_1-cl-0,50,107,16,0,6,8,28,47
gka_1-cl-1,50,103,6,0,0,7,44,99
gka_1-cl-10,50,119,6,0,0,4,44,116
gka_1-cl-11,50,106,7,0,0,4,43,102
gka_1-cl-12,50,98,11,0,0,8,39,88
gka_1-cl-13,50,103,12,0,1,6,37,84
gka_1-cl-14,50,100,13,0,1,6,36,82
gka_1-cl-2,50,114,9,0,2,8,39,85
gka_1-cl-3,50,92,16,0,0,2,34,81
gka_1-cl-4,50,95,21,0,5,6,24,41
gka_1-cl-5,50,100,14,0,2,4,34,74
gka_1-cl-6,50,99,12,0,1,6,37,81
gka_1-cl-7,50,85,19,0,1,5,30,64
gka_1-cl-8,50,108,9,0,0,6,41,102
gka_1-cl-9,50,104,8,0,0,8,42,99
gka_1-er-0,50,135,2,0,1,2,47,127
gka_1-er-1,50,104,4,0,0,6,46,100
gka_1-er-10,50,114,4,0,0,2,46,110
gka_1-er-11,50,106,9,0,2,5,39,82
gka_1-er-12,50,88,9,0,0,8,41,78
gka_1-er-13,50,101,5,0,0,3,45,96
gka_1-er-14,50,105,8,0,2,3,40,88
gka_1-er-2,50,98,7,0,0,12,43,91
gka_1-er-3,50,106,7,0,1,5,42,91
gka_1-er-4,50,107,5,0,0,5,45,103
gka_1-er-5,50,115,4,0,1,3,45,107
gka_1-er-6,50,119,3,0,1,3,46,112
gka_1-er-7,50,122,0,0,0,5,50,122
gka_1-er-8,50,88,15,0,1,6,34,69
gka_1-er-9,50,129,2,0,0,4,48,128
gka_1-to-0,50,90,6,0,0,9,44,86
gka_1-to-1,50,75,19,0,2,10,29,50
gka_1-to-10,50,82,11,0,0,7,39,73
gka_1-to-11,50,73,23,0,2,6,25,41
gka_1-to-12,50,65,32,0,1,5,18,29
gka_1-to-13,50,71,15,0,0,8,36,60
gka_1-to-14,50,70,17,0,0,7,33,56
gka_1-to-2,50,64,26,0,0,7,24,42
gka_1-to-3,50,75,19,0,0,7,32,57
gka_1-to-4,50,73,12,0,0,8,38,66
gka_1-to-5,50,81,17,0,2,7,32,59
gka_1-to-6,50,73,16,0,1,9,33,53
gka_1-to-7,50,83,18,0,1,5,31,61
gka_1-to-8,50,59,26,0,0,3,24,42
gka_1-to-9,50,91,7,0,0,10,43,86
gka_10-ba-0,30,225,0,0,4,0,26,126
gka_10-ba-1,30,225,3,0,8,0,19,63
gka_10-ba-10,30,225,1,0,4,0,25,126
gka_10-ba-11,30,225,0,0,4,0,26,129
gka_10-ba-12,30,225,3,0,8,0,19,63
gka_10-ba-13,30,225,1,0,5,1,24,108
gka_10-ba-14,30,225,2,0,6,1,22,88
gka_10-ba-2,30,225,1,0,5,0,24,104
gka_10-ba-3,30,225,0,0,6,1,24,87
gka_10-ba-4,30,225,0,0,4,0,26,134
gka_10-ba-5,30,225,0,0,4,0,26,128
gka_10-ba-6,30,225,0,0,4,0,26,125
gka_10-ba-7,30,225,3,0,8,3,19,56
gka_10-ba-8,30,225,2,0,6,0,22,91
gka_10-ba-9,30,225,1,0,5,1,24,108
gka_10-cl-0,30,404,5,0,25,0,0,0
gka_10-cl-1,30,414,0,0,24,0,6,12
gka_10-cl-10,30,411,5,0,25,0,0,0
gka_10-cl-11,30,415,0,0,21,0,9,29
gka_10-cl-12,30,421,0,0,18,0,12,60
gka_10-cl-13,30,417,5,0,25,0,0,0
gka_10-cl-14,30,416,4,0,26,0,0,0
gka_10-cl-2,30,419,0,0,20,0,10,37
gka_10-cl-3,30,415,0,0,21,0,9,29
gka_10-cl-4,30,413,0,0,19,0,11,45
gka_10-cl-5,30,412,4,0,26,0,0,0
gka_10-cl-6,30,414,0,0,12,0,18,137
gka_10-cl-7,30,410,5,0,25,0,0,0
gka_10-cl-8,30,414,0,0,21,0,9,27
gka_10-cl-9,30,412,4,0,26,0,0,0
gka_10-er-0,30,427,0,0,22,0,8,24
gka_10-er-1,30,432,4,0,26,0,0,0
gka_10-er-10,30,429,0,0,20,0,10,40
gka_10-er-11,30,429,0,0,22,0,8,24
gka_10-er-12,30,429,0,0,22,0,8,24
gka_10-er-13,30,430,0,0,22,0,8,24
gka_10-er-14,30,431,0,0,24,0,6,12
gka_10-er-2,30,428,0,0,20,0,10,40
gka_10-er-3,30,429,0,0,22,0,8,24
gka_10-er-4,30,426,0,0,18,0,12,60
gka_10-er-5,30,429,0,0,20,0,10,40
gka_10-er-6,30,428,0,0,22,0,8,24
gka_10-er-7,30,431,0,0,24,0,6,12
gka_10-er-8,30,428,0,0,22,0,8,24
gka_10-er-9,30,429,0,0,22,0,8,24
gka_10-to-0,30,425,0,0,24,0,6,12
gka_10-to-1,30,430,0,0,22,0,8,24
gka_10-to-10,30,427,0,0,18,0,12,60
gka_10-to-11,30,427,0,0,20,0,10,40
gka_10-to-12,30,427,0,0,22,0,8,24
gka_10-to-13,30,427,0,0,21,0,9,30
gka_10-to-14,30,428,0,0,23,0,7,16
gka_10-to-2,30,426,0,0,18,0,12,60
gka_10-to-3,30,427,0,0,22,0,8,24
gka_10-to-4,30,421,0,0,18,0,12,56
gka_10-to-5,30,423,0,0,16,0,14,80
gka_10-to-6,30,426,0,0,20,0,10,40
gka_10-to-7,30,428,0,0,21,0,9,30
gka_10-to-8,30,426,0,0,20,0,10,40
gka_10-to-9,30,426,0,0,19,0,11,48
gka_11-ba-0,40,400,0,0,4,0,36,262
gka_11-ba-1,40,400,0,0,6,0,34,202
gka_11-ba-10,40,400,2,0,7,0,31,191
gka_11-ba-11,40,400,0,0,3,0,37,295
gka_11-ba-12,40,400,3,0,8,0,29,162
gka_11-ba-13,40,400,0,0,2,0,38,328
gka_11-ba-14,40,400,0,0,4,0,36,268
gka_11-ba-2,40,400,0,0,4,0,36,265
gka_11-ba-3,40,400,0,0,7,0,33,181
gka_11-ba-4,40,400,2,0,7,1,31,188
gka_11-ba-5,40,400,0,0,3,0,37,296
gka_11-ba-6,40,400,0,0,5,0,35,231
gka_11-ba-7,40,400,0,0,7,0,33,181
gka_11-ba-8,40,400,0,0,2,0,38,327
gka_11-ba-9,40,400,0,0,5,0,35,234
gka_11-cl-0,40,740,0,0,27,0,13,62
gka_11-cl-1,40,756,4,0,36,0,0,0
gka_11-cl-10,40,753,0,0,33,1,7,16
gka_11-cl-11,40,755,4,0,36,0,0,0
gka_11-cl-12,40,751,5,0,35,0,0,0
gka_11-cl-13,40,749,0,0,31,0,9,30
gka_11-cl-14,40,759,4,0,36,0,0,0
gka_11-cl-2,40,754,0,0,30,0,10,40
gka_11-cl-3,40,758,4,0,36,0,0,0
gka_11-cl-4,40,755,0,0,29,0,11,48
gka_11-cl-5,40,746,0,0,22,0,18,134
gka_11-cl-6,40,743,0,0,27,0,13,64
gka_11-cl-7,40,745,0,0,26,0,14,76
gka_11-cl-8,40,748,5,0,35,0,0,0
gka_11-cl-9,40,750,5,0,35,0,0,0
gka_11-er-0,40,775,0,0,30,0,10,40
gka_11-er-1,40,778,4,0,36,0,0,0
gka_11-er-10,40,770,0,0,28,0,12,60
gka_11-er-11,40,770,0,0,22,0,18,144
gka_11-er-12,40,775,0,0,30,0,10,40
gka_11-er-13,40,774,0,0,32,0,8,24
gka_11-er-14,40,770,0,0,32,0,8,24
gka_11-er-2,40,771,0,0,28,0,12,60
gka_11-er-3,40,774,0,0,32,0,8,24
gka_11-er-4,40,769,0,0,22,0,18,144
gka_11-er-5,40,777,0,0,34,0,6,12
gka_11-er-6,40,768,0,0,20,0,20,180
gka_11-er-7,40,774,0,0,30,0,10,40
gka_11-er-8,40,770,0,0,26,0,14,84
gka_11-er-9,40,774,0,0,32,0,8,24
gka_11-to-0,40,773,0,0,28,0,12,60
gka_11-to-1,40,776,0,0,32,0,8,24
gka_11-to-10,40,768,0,0,26,0,14,84
gka_11-to-11,40,768,0,0,19,0,21,198
gka_11-to-12,40,773,0,0,30,0,10,40
gka_11-to-13,40,771,0,0,29,0,11,48
gka_11-to-14,40,767,0,0,31,0,9,30
gka_11-to-2,40,769,0,0,26,0,14,84
gka_11-to-3,40,772,0,0,30,0,10,40
gka_11-to-4,40,763,0,0,24,0,16,108
gka_11-to-5,40,771,0,0,30,0,10,36
gka_11-to-6,40,766,0,0,20,0,20,180
gka_11-to-7,40,771,0,0,29,0,11,48
gka_11-to-8,40,768,0,0,24,0,16,112
gka_11-to-9,40,771,0,0,29,0,11,48
gka_12-ba-0,50,625,0,0,6,0,44,376
gka_12-ba-1,50,625,0,0,5,0,45,410
gka_12-ba-10,50,625,0,0,8,0,42,302
gka_12-ba-11,50,625,0,0,5,0,45,418
gka_12-ba-12,50,625,0,0,6,0,44,377
gka_12-ba-13,50,625,0,0,5,0,45,407
gka_12-ba-14,50,625,0,0,7,0,43,343
gka_12-ba-2,50,625,0,0,7,0,43,345
gka_12-ba-3,50,625,0,0,6,0,44,371
gka_12-ba-4,50,625,0,0,3,0,47,492
gka_12-ba-5,50,625,0,0,2,0,48,534
gka_12-ba-6,50,625,0,0,3,0,47,492
gka_12-ba-7,50,625,0,0,6,0,44,369
gka_12-ba-8,50,625,0,0,5,0,45,410
gka_12-ba-9,50,625,0,0,5,0,45,417
gka_12-cl-0,50,1172,0,0,28,0,22,197
gka_12-cl-1,50,1182,5,0,45,0,0,0
gka_12-cl-10,50,1177,0,0,24,0,26,293
gka_12-cl-11,50,1192,4,0,46,0,0,0
gka_12-cl-12,50,1200,0,0,34,0,16,112
gka_12-cl-13,50,1178,0,0,24,0,26,293
gka_12-cl-14,50,1178,4,0,46,0,0,0
gka_12-cl-2,50,1187,4,0,46,0,0,0
gka_12-cl-3,50,1188,4,0,46,0,0,0
gka_12-cl-4,50,1194,0,0,32,0,18,134
gka_12-cl-5,50,1191,4,0,46,0,0,0
gka_12-cl-6,50,1179,4,0,46,0,0,0
gka_12-cl-7,50,1179,0,0,27,0,23,227
gka_12-cl-8,50,1184,4,0,46,0,0,0
gka_12-cl-9,50,1182,0,0,25,0,25,272
gka_12-er-0,50,1212,0,0,32,0,18,144
gka_12-er-1,50,1210,0,0,30,0,20,180
gka_12-er-10,50,1208,0,0,32,0,18,144
gka_12-er-11,50,1203,0,0,34,0,16,112
gka_12-er-12,50,1209,0,0,30,0,20,180
gka_12-er-13,50,1209,0,0,34,0,16,112
gka_12-er-14,50,1204,4,0,46,0,0,0
